charge_event_id,SE_id,pev_id,pev_type,start_time,end_time_chg,end_time_prk,dest_type,soc_i,soc_f,ES_strategy,VS_strategy,Ext_strategy
13083,10052306,224668,md_200kWh,6.7,_,8.65,_,0.085786711,0.99800406,NA,NA,NA
14622,10012208,337151,ld_100kWh,6.766666667,_,8.616666667,_,0.07792854,0.998001887,NA,NA,NA
37154,10012201,3670459,md_200kWh,6.7,_,7.033333333,_,0.095510263,0.585736153,NA,NA,NA
29324,10073310,3641810,md_200kWh,6.766666667,_,8.566666667,_,0.069115417,0.998001276,NA,NA,NA
27314,10023406,2699299,md_200kWh,6.716666667,_,8.6,_,0.089631579,0.99800406,NA,NA,NA
29300,10079504,3627771,md_200kWh,6.75,_,8.6,_,0.074944999,0.998001276,NA,NA,NA
36470,10019803,3490658,md_200kWh,6.75,_,6.9,_,0.309704167,0.806078394,NA,NA,NA
10517,10019804,36299,hd_300kWh,6.7,_,8.516666667,_,0.091500526,0.998004337,NA,NA,NA
33095,10046802,1944737,ld_100kWh,6.716666667,_,7.25,_,0.095916792,0.933789053,NA,NA,NA
14873,10065708,356019,ld_100kWh,6.766666667,_,8.383333333,_,0.142796237,0.998001887,NA,NA,NA
37272,10065702,3698825,ld_100kWh,6.7,_,7.183333333,_,0.091133735,0.893339164,NA,NA,NA
34242,10029306,2321170,md_200kWh,6.733333333,_,6.816666667,_,0.289948334,0.55896989,NA,NA,NA
30973,10055206,1306198,md_200kWh,6.766666667,_,6.9,_,0.157170833,0.614990657,NA,NA,NA
16148,10009706,443920,md_200kWh,6.733333333,_,7.983333333,_,0.404995833,0.998001276,NA,NA,NA
21436,10007702,1420307,md_200kWh,6.7,_,8.633333333,_,0.088129167,0.998001276,NA,NA,NA
36014,10011508,3351372,hd_300kWh,6.733333333,_,6.983333333,_,0.083162885,0.789583727,NA,NA,NA
24284,10039006,1805592,ld_100kWh,6.733333333,_,8.633333333,_,0.092876807,0.998001887,NA,NA,NA
36220,10004504,3411036,md_200kWh,6.7,_,7.033333333,_,0.0867425,0.926625169,NA,NA,NA
11255,10037208,88731,hd_300kWh,6.7,_,8.566666667,_,0.094491056,0.998004337,NA,NA,NA
18329,10067006,1134116,hd_400kWh,6.75,_,8.333333333,_,0.096553846,0.998009025,NA,NA,NA
34307,10067002,2339922,md_200kWh,6.766666667,_,7.216666667,_,0.016443335,0.97051808,NA,NA,NA
30954,10016103,1300645,md_200kWh,6.733333333,_,6.8,_,0.098435002,0.327904587,NA,NA,NA
10332,10022107,27160,ld_100kWh,6.733333333,_,8.333333333,_,0.040093975,0.998001887,NA,NA,NA
20817,10022104,1360397,hd_300kWh,6.716666667,_,8.55,_,0.085630962,0.998003789,NA,NA,NA
31966,10072014,1577124,md_200kWh,6.766666667,_,6.95,_,0.271685417,0.84875907,NA,NA,NA
29106,10021307,3566626,md_200kWh,6.766666667,_,6.833333333,_,0.094563333,0.322157284,NA,NA,NA
33105,10047206,1959392,ld_100kWh,6.766666667,_,7.133333333,_,0.095959714,0.713889963,NA,NA,NA
30882,10047202,1273264,hd_300kWh,6.716666667,_,6.933333333,_,0.097892692,0.747929359,NA,NA,NA
27311,10007006,2693486,hd_300kWh,6.716666667,_,8.65,_,0.096255961,0.998003789,NA,NA,NA
32644,10070804,1796477,md_200kWh,6.716666667,_,6.983333333,_,0.289187083,0.930509344,NA,NA,NA
20707,10020108,1345294,md_200kWh,6.7,_,8.666666667,_,0.1969075,0.998001276,NA,NA,NA
28689,10031908,3435664,md_200kWh,6.7,_,8.6,_,0.03100184,0.99800406,NA,NA,NA
27815,10031903,3192029,md_200kWh,6.716666667,_,8.566666667,_,0.175542501,0.998001276,NA,NA,NA
36865,10005604,3608803,hd_300kWh,6.75,_,7.05,_,0.089036932,0.884293062,NA,NA,NA
33011,10059304,1921844,hd_400kWh,6.7,_,7.133333333,_,0.049068269,0.998009025,NA,NA,NA
36547,10022601,3508439,ld_100kWh,6.75,_,7.1,_,0.195444654,0.791056458,NA,NA,NA
37798,10055810,3843622,ld_100kWh,6.733333333,_,7.266666667,_,0.050080949,0.920711613,NA,NA,NA
33496,10044808,2085687,hd_300kWh,6.733333333,_,6.883333333,_,0.098658654,0.519078854,NA,NA,NA
37962,10080608,3891827,hd_300kWh,6.733333333,_,7.1,_,0.097180385,0.942819751,NA,NA,NA
33648,10052206,2142972,ld_100kWh,6.75,_,7.283333333,_,0.063264459,0.922658176,NA,NA,NA
10630,10032609,46892,hd_300kWh,6.716666667,_,8.416666667,_,0.083728461,0.998003789,NA,NA,NA
24668,10014408,1882395,hd_300kWh,6.7,_,8.35,_,0.064744809,0.998003789,NA,NA,NA
14429,10055303,322493,hd_300kWh,6.7,_,6.75,_,0.08736027,0.252302285,NA,NA,NA
11036,10017506,73315,md_200kWh,6.75,_,8.15,_,0.045798818,0.99800406,NA,NA,NA
38587,10047503,1771948,hd_400kWh,6.766666667,_,6.966666667,_,0.192754615,0.880007359,NA,NA,NA
27528,10043502,3102343,md_200kWh,6.716666667,_,8.65,_,0.09207375,0.998001276,NA,NA,NA
30086,10069305,3870445,hd_400kWh,6.716666667,_,8.516666667,_,0.092712308,0.998009025,NA,NA,NA
29883,10036506,3815473,md_200kWh,6.75,_,7.716666667,_,0.130031673,0.998001276,NA,NA,NA
28987,10020404,3533536,md_200kWh,6.7,_,8.183333333,_,0.006988753,0.998001276,NA,NA,NA
18682,10024307,1162353,md_200kWh,6.716666667,_,6.816666667,_,0.08432625,0.400287575,NA,NA,NA
15134,10025506,375232,hd_300kWh,6.716666667,_,8.65,_,0.096100192,0.998003789,NA,NA,NA
11009,10015307,69084,md_200kWh,6.7,_,8.05,_,0.2379625,0.998001276,NA,NA,NA
10818,10017807,60849,md_200kWh,6.75,_,8.633333333,_,0.0859125,0.998001276,NA,NA,NA
15753,10017802,413818,md_200kWh,6.766666667,_,8.583333333,_,0.089467763,0.99800406,NA,NA,NA
35636,10074112,3239102,hd_300kWh,6.7,_,7.1,_,0.096459701,0.95067592,NA,NA,NA
20764,10021402,1349520,md_200kWh,6.716666667,_,8.016666667,_,0.044561842,0.99800406,NA,NA,NA
12720,10081104,195029,hd_400kWh,6.766666667,_,8.366666667,_,0.09956,0.998009025,NA,NA,NA
26925,10010905,2441633,hd_400kWh,6.716666667,_,8.6,_,0.072134424,0.998009025,NA,NA,NA
15465,10005307,395842,hd_300kWh,6.716666667,_,7.716666667,_,0.093260769,0.998003789,NA,NA,NA
34696,10025206,2460288,ld_100kWh,6.75,_,7.05,_,0.04587101,0.533924744,NA,NA,NA
14451,10038306,321515,hd_300kWh,6.7,_,8.4,_,0.076783845,0.998003789,NA,NA,NA
37605,10016303,3794027,md_200kWh,6.766666667,_,6.85,_,0.187895833,0.48920376,NA,NA,NA
38467,10056104,629982,md_200kWh,6.75,_,7.016666667,_,0.282558333,0.929307385,NA,NA,NA
15902,10075607,426392,md_200kWh,6.75,_,8.083333333,_,0.010626253,0.998001276,NA,NA,NA
39309,10075604,3566488,hd_300kWh,6.716666667,_,6.883333333,_,0.094099642,0.596590113,NA,NA,NA
21706,10032304,1444313,ld_100kWh,6.733333333,_,8.433333333,_,0.095651581,0.998001887,NA,NA,NA
36843,10026006,3596562,md_200kWh,6.75,_,6.95,_,0.192897084,0.802557107,NA,NA,NA
16321,10047704,458720,hd_400kWh,6.7,_,7.366666667,_,0.046556348,0.998009025,NA,NA,NA
37105,10021504,3655875,ld_100kWh,6.716666667,_,7.133333333,_,0.293774323,0.938196334,NA,NA,NA
25645,10000508,2111963,hd_400kWh,6.716666667,_,8.683333333,_,0.096708077,0.998009025,NA,NA,NA
28897,10000506,3502219,md_200kWh,6.716666667,_,8.683333333,_,0.195809583,0.998001276,NA,NA,NA
31621,10000504,1489541,md_200kWh,6.766666667,_,6.966666667,_,0.094604167,0.709649537,NA,NA,NA
19828,10041407,1270307,md_200kWh,6.75,_,8.683333333,_,0.09007125,0.998001276,NA,NA,NA
34923,10045501,2686233,hd_300kWh,6.7,_,6.916666667,_,0.198573654,0.832746295,NA,NA,NA
32087,10043304,1603699,hd_300kWh,6.766666667,_,7.016666667,_,0.078101347,0.784988114,NA,NA,NA
22254,10016209,1501067,hd_300kWh,6.766666667,_,8.683333333,_,0.093745385,0.998003789,NA,NA,NA
10975,10057106,66513,md_200kWh,6.766666667,_,6.816666667,_,0.089490834,0.296025979,NA,NA,NA
16168,10054407,447849,md_200kWh,6.733333333,_,8.683333333,_,0.073389583,0.998001276,NA,NA,NA
35891,10078902,3315374,ld_100kWh,6.7,_,7.016666667,_,0.08331363,0.620196099,NA,NA,NA
12575,10078910,184702,hd_400kWh,6.7,_,8.4,_,0.072235577,0.998009025,NA,NA,NA
27666,10038805,3142470,md_200kWh,6.7,_,8.283333333,_,0.371367501,0.998001276,NA,NA,NA
35828,10041008,3288894,hd_600kWh,6.716666667,_,7.966666667,_,0.061086578,0.998008652,NA,NA,NA
24601,10002103,1862770,hd_400kWh,6.733333333,_,8.683333333,_,0.097892115,0.998009025,NA,NA,NA
21848,10068008,1458187,hd_300kWh,6.716666667,_,7.15,_,0.049781539,0.966014714,NA,NA,NA
30233,10068006,3914840,hd_400kWh,6.7,_,8.433333333,_,0.0801,0.998009025,NA,NA,NA
25616,10002808,2102239,ld_100kWh,6.75,_,8.6,_,0.133481326,0.998001887,NA,NA,NA
21792,10010706,1452149,md_200kWh,6.766666667,_,8.5,_,0.067093816,0.99800406,NA,NA,NA
38991,10004804,3853757,hd_300kWh,6.766666667,_,6.8,_,0.051047693,0.22245353,NA,NA,NA
36875,10011004,3603598,hd_300kWh,6.7,_,6.9,_,0.096738077,0.706101421,NA,NA,NA
22754,10043207,1552349,hd_300kWh,6.7,_,8.433333333,_,0.078282884,0.998003789,NA,NA,NA
35474,10070106,3200101,hd_300kWh,6.766666667,_,7.216666667,_,0.06594673,0.968796807,NA,NA,NA
25393,10070104,2048579,md_200kWh,6.75,_,6.9,_,0.02828125,0.497505207,NA,NA,NA
28640,10048413,3435307,md_200kWh,6.7,_,8.616666667,_,0.289740834,0.998001276,NA,NA,NA
36202,10047305,3416439,hd_300kWh,6.7,_,7.033333333,_,0.095115635,0.909635116,NA,NA,NA
14113,10047308,299720,hd_300kWh,6.75,_,8.6,_,0.086959615,0.998003789,NA,NA,NA
16312,10009805,455859,md_200kWh,6.75,_,8.683333333,_,0.086635834,0.998001276,NA,NA,NA
27356,10016506,2700762,ld_100kWh,6.75,_,8.633333333,_,0.086276808,0.998001887,NA,NA,NA
31194,10054501,1379269,hd_300kWh,6.75,_,7.1,_,0.120503463,0.941955668,NA,NA,NA
11221,10054503,86089,hd_400kWh,6.733333333,_,7.516666667,_,0.197439615,0.998009025,NA,NA,NA
37806,10013603,3846022,hd_300kWh,6.7,_,6.966666667,_,0.077459424,0.828246274,NA,NA,NA
34199,10048804,2304502,hd_400kWh,6.75,_,7.533333333,_,0.097419423,0.998009025,NA,NA,NA
11705,10012805,126936,md_200kWh,6.766666667,_,8.316666667,_,0.063679343,0.99800406,NA,NA,NA
27362,10039508,2699985,hd_300kWh,6.766666667,_,8.433333333,_,0.058216538,0.998003789,NA,NA,NA
28331,10079409,3331736,ld_100kWh,6.716666667,_,8.25,_,0.078483512,0.998001887,NA,NA,NA
14098,10009401,297519,md_200kWh,6.766666667,_,7.15,_,0.067349577,0.952171022,NA,NA,NA
32301,10022801,1661312,hd_300kWh,6.716666667,_,6.95,_,0.067474617,0.762945486,NA,NA,NA
21109,10022806,1389104,md_200kWh,6.733333333,_,8.683333333,_,0.088433333,0.998001276,NA,NA,NA
12191,10069405,155654,hd_400kWh,6.75,_,7.566666667,_,0.090266154,0.998009025,NA,NA,NA
26841,10003205,2429048,md_200kWh,6.766666667,_,8.433333333,_,0.125608333,0.998001276,NA,NA,NA
26918,10075507,2439167,hd_400kWh,6.733333333,_,8.616666667,_,0.091593654,0.998009025,NA,NA,NA
29111,10075504,3567467,md_200kWh,6.733333333,_,8.383333333,_,0.109402083,0.998001276,NA,NA,NA
16712,10075907,484936,hd_400kWh,6.766666667,_,8.6,_,0.087695,0.998009025,NA,NA,NA
15998,10036907,435168,md_200kWh,6.766666667,_,8.216666667,_,0.22838584,0.998001276,NA,NA,NA
11960,10072207,142227,hd_400kWh,6.8,_,8.5,_,0.173407884,0.998009025,NA,NA,NA
18698,10027909,1165307,md_200kWh,6.816666667,_,6.933333333,_,0.190320833,0.585070985,NA,NA,NA
28358,10019008,3347856,md_200kWh,6.85,_,7.05,_,0.08996875,0.730503183,NA,NA,NA
29563,10019001,3713643,hd_400kWh,6.783333333,_,8.7,_,0.095846346,0.998009025,NA,NA,NA
19486,10049307,1235730,ld_100kWh,6.8,_,7.083333333,_,0.120964684,0.622609551,NA,NA,NA
23237,10072610,1607259,md_200kWh,6.833333333,_,8.783333333,_,0.096315417,0.998001276,NA,NA,NA
35239,10026408,3127547,hd_400kWh,6.783333333,_,7.016666667,_,0.093262692,0.932374,NA,NA,NA
28124,10079109,3276087,ld_100kWh,6.816666667,_,8.75,_,0.093964759,0.998001887,NA,NA,NA
32273,10014010,1654082,ld_100kWh,6.783333333,_,7.216666667,_,0.1131884,0.858468129,NA,NA,NA
37351,10014009,3717267,hd_300kWh,6.783333333,_,7.083333333,_,0.1992825,0.929710774,NA,NA,NA
33714,10014004,2157867,ld_100kWh,6.783333333,_,7.25,_,0.098625151,0.884028382,NA,NA,NA
33761,10069901,2171566,ld_100kWh,6.816666667,_,7.216666667,_,0.079230197,0.746052616,NA,NA,NA
24591,10059804,1859511,hd_400kWh,6.85,_,8.4,_,0.05082423,0.998009025,NA,NA,NA
26512,10032903,2318835,hd_600kWh,6.833333333,_,6.983333333,_,0.088081316,0.492911175,NA,NA,NA
28230,10008301,3301079,md_200kWh,6.783333333,_,8.55,_,0.04865,0.998001276,NA,NA,NA
16061,10033503,439131,hd_300kWh,6.833333333,_,8.566666667,_,0.074706154,0.998003789,NA,NA,NA
34822,10005201,2675291,hd_300kWh,6.85,_,7.133333333,_,0.09771,0.865029339,NA,NA,NA
11217,10011706,85039,ld_100kWh,6.783333333,_,8.666666667,_,0.190419654,0.998001887,NA,NA,NA
18554,10014508,1153953,hd_400kWh,6.833333333,_,8.766666667,_,0.096792308,0.998009025,NA,NA,NA
25460,10060601,2068324,md_200kWh,6.8,_,8.466666667,_,0.014669165,0.998001276,NA,NA,NA
20955,10030406,1366864,hd_300kWh,6.85,_,6.966666667,_,0.083365576,0.418755836,NA,NA,NA
13268,10081008,236673,hd_300kWh,6.816666667,_,8.75,_,0.096854808,0.998003789,NA,NA,NA
14091,10054104,297570,ld_100kWh,6.816666667,_,7.283333333,_,0.099590889,0.893853207,NA,NA,NA
23096,10015708,1589645,hd_400kWh,6.8,_,8.733333333,_,0.097116154,0.998009025,NA,NA,NA
25453,10055908,2072927,hd_400kWh,6.8,_,8.75,_,0.096568654,0.998009025,NA,NA,NA
33603,10019101,2119601,ld_100kWh,6.816666667,_,7.083333333,_,0.194825904,0.652082237,NA,NA,NA
31522,10016101,1466651,hd_300kWh,6.8,_,7.1,_,0.089779808,0.891397178,NA,NA,NA
31375,10049902,1429090,hd_400kWh,6.8,_,6.983333333,_,0.097157115,0.779696281,NA,NA,NA
30413,10049903,484448,hd_300kWh,6.833333333,_,7.116666667,_,0.098849327,0.859082815,NA,NA,NA
38480,10072001,548563,md_200kWh,6.783333333,_,7.183333333,_,0.071377631,0.668478372,NA,NA,NA
12117,10070807,154606,hd_300kWh,6.783333333,_,8.65,_,0.034735768,0.998003789,NA,NA,NA
37016,10020103,3637021,ld_100kWh,6.85,_,7.183333333,_,0.0942311,0.652589599,NA,NA,NA
11576,10020104,117647,hd_300kWh,6.85,_,8.75,_,0.094611923,0.998003789,NA,NA,NA
27041,10031904,2659242,hd_300kWh,6.816666667,_,8.5,_,0.061048655,0.998003789,NA,NA,NA
36950,10046503,3624473,md_200kWh,6.85,_,7.15,_,0.064929999,0.891308642,NA,NA,NA
25600,10018407,2106876,md_200kWh,6.783333333,_,7.05,_,0.195022502,0.903514806,NA,NA,NA
12118,10059308,153636,md_200kWh,6.85,_,8.266666667,_,0.13393208,0.998001276,NA,NA,NA
18538,10022606,1152995,ld_100kWh,6.833333333,_,7.35,_,0.157806173,0.956831414,NA,NA,NA
37864,10034504,3867454,md_200kWh,6.816666667,_,7.033333333,_,0.328489171,0.908483308,NA,NA,NA
18077,10009308,628548,md_200kWh,6.816666667,_,8.733333333,_,0.0923175,0.998001276,NA,NA,NA
18582,10050204,1156300,md_200kWh,6.783333333,_,8.716666667,_,0.0901425,0.998001276,NA,NA,NA
34691,10030006,2461767,md_200kWh,6.85,_,7.116666667,_,0.0910775,0.866183898,NA,NA,NA
18044,10030005,616517,hd_300kWh,6.783333333,_,8.733333333,_,0.098056292,0.998004337,NA,NA,NA
19202,10022202,1209201,md_200kWh,6.816666667,_,8.4,_,0.011365837,0.998001276,NA,NA,NA
37889,10055811,3869167,md_200kWh,6.8,_,6.916666667,_,0.020268335,0.366554575,NA,NA,NA
25338,10060407,2035405,hd_300kWh,6.816666667,_,8.733333333,_,0.093990385,0.998003789,NA,NA,NA
31982,10053008,1577538,md_200kWh,6.8,_,7.25,_,0.094131316,0.769830251,NA,NA,NA
23883,10046304,1707828,hd_300kWh,6.816666667,_,8.35,_,0.061467691,0.998003789,NA,NA,NA
30075,10058806,3875597,ld_100kWh,6.783333333,_,8.716666667,_,0.075594955,0.998001887,NA,NA,NA
38515,10032606,1252678,md_200kWh,6.816666667,_,7.0,_,0.323017501,0.853307686,NA,NA,NA
12558,10032611,183418,ld_100kWh,6.8,_,8.75,_,0.09636363,0.998001887,NA,NA,NA
37412,10013706,3747748,md_200kWh,6.85,_,7.416666667,_,0.058503027,0.888732786,NA,NA,NA
36956,10013702,3621387,md_200kWh,6.85,_,7.2,_,0.090660417,0.942561801,NA,NA,NA
38600,10055303,130947,hd_400kWh,6.8,_,6.95,_,0.225788657,0.796510176,NA,NA,NA
19100,10044606,1200033,hd_300kWh,6.85,_,8.4,_,0.144614806,0.998003789,NA,NA,NA
29710,10009602,3763899,md_200kWh,6.8,_,6.866666667,_,0.51766175,0.7469095,NA,NA,NA
12703,10021903,195092,hd_300kWh,6.783333333,_,8.466666667,_,0.065770192,0.998003789,NA,NA,NA
33612,10020407,2124883,hd_400kWh,6.816666667,_,7.15,_,0.061175192,0.998009025,NA,NA,NA
24515,10020411,1846288,hd_300kWh,6.833333333,_,7.066666667,_,0.053987308,0.780431371,NA,NA,NA
20105,10056902,1293387,hd_300kWh,6.783333333,_,8.016666667,_,0.042671297,0.998004337,NA,NA,NA
32713,10004708,1811144,hd_300kWh,6.833333333,_,7.083333333,_,0.094711538,0.821674767,NA,NA,NA
14134,10022506,299318,ld_100kWh,6.816666667,_,8.583333333,_,0.140752259,0.998001887,NA,NA,NA
30914,10022502,1285342,hd_400kWh,6.783333333,_,7.066666667,_,0.091927692,0.984817444,NA,NA,NA
18847,10026607,1179965,md_200kWh,6.833333333,_,8.733333333,_,0.084805417,0.998001276,NA,NA,NA
36128,10010307,3386960,hd_400kWh,6.783333333,_,6.983333333,_,0.0899,0.816152676,NA,NA,NA
22537,10053304,1526405,md_200kWh,6.833333333,_,8.133333333,_,0.006278337,0.998001276,NA,NA,NA
37546,10034307,3778659,hd_400kWh,6.8,_,7.033333333,_,0.049607501,0.862467856,NA,NA,NA
27779,10034304,3172848,hd_400kWh,6.783333333,_,8.7,_,0.092767115,0.998009025,NA,NA,NA
15031,10006006,362688,md_200kWh,6.783333333,_,8.15,_,0.131790413,0.998001276,NA,NA,NA
35639,10010902,3240645,ld_100kWh,6.8,_,7.216666667,_,0.035400827,0.721867821,NA,NA,NA
35851,10046208,3300036,md_200kWh,6.8,_,6.9,_,0.126975415,0.461678492,NA,NA,NA
31572,10038307,1475322,md_200kWh,6.816666667,_,7.366666667,_,0.098336711,0.905467033,NA,NA,NA
26682,10077102,2369294,ld_100kWh,6.8,_,8.183333333,_,0.006874394,0.998001887,NA,NA,NA
13532,10055705,254892,md_200kWh,6.85,_,7.0,_,0.055591447,0.290100292,NA,NA,NA
13221,10039405,231223,ld_100kWh,6.8,_,8.75,_,0.096972892,0.998001887,NA,NA,NA
23363,10081403,1617996,md_200kWh,6.85,_,8.583333333,_,0.177264166,0.998001276,NA,NA,NA
21059,10040507,1379661,hd_300kWh,6.783333333,_,8.5,_,0.064536347,0.998003789,NA,NA,NA
18821,10073202,1175095,hd_300kWh,6.816666667,_,8.7,_,0.095447496,0.998004337,NA,NA,NA
20124,10032305,1300063,hd_300kWh,6.8,_,8.683333333,_,0.093673077,0.998003789,NA,NA,NA
35917,10047008,3328067,hd_300kWh,6.816666667,_,7.116666667,_,0.087790299,0.871683742,NA,NA,NA
36884,10006105,3605324,ld_100kWh,6.8,_,7.3,_,0.094496762,0.908634838,NA,NA,NA
27768,10026002,3168468,md_200kWh,6.783333333,_,8.4,_,0.393789176,0.998001276,NA,NA,NA
32335,10014107,1669273,md_200kWh,6.85,_,7.016666667,_,0.370079582,0.87331696,NA,NA,NA
10788,10014106,52327,hd_300kWh,6.783333333,_,6.966666667,_,0.196888269,0.800552888,NA,NA,NA
18398,10064504,1139749,ld_100kWh,6.8,_,7.183333333,_,0.179219578,0.869352187,NA,NA,NA
11674,10076405,120398,ld_100kWh,6.783333333,_,7.033333333,_,0.099388027,0.546125374,NA,NA,NA
25665,10016707,2112349,hd_400kWh,6.816666667,_,8.7,_,0.091490192,0.998009025,NA,NA,NA
35429,10008903,3183016,hd_600kWh,6.783333333,_,7.133333333,_,0.060530438,0.910316121,NA,NA,NA
23775,10041404,1686272,md_200kWh,6.783333333,_,7.016666667,_,0.250211666,0.911142391,NA,NA,NA
28990,10003103,3534653,md_200kWh,6.783333333,_,6.966666667,_,0.456935834,0.917123003,NA,NA,NA
18540,10044004,1150357,hd_300kWh,6.833333333,_,7.183333333,_,0.197127118,0.958594394,NA,NA,NA
34830,10043306,2671958,hd_300kWh,6.8,_,7.016666667,_,0.092469808,0.740134312,NA,NA,NA
24192,10068907,1787393,hd_400kWh,6.85,_,8.4,_,0.042009232,0.998009025,NA,NA,NA
29091,10041006,3573216,md_200kWh,6.8,_,8.733333333,_,0.091602916,0.998001276,NA,NA,NA
19397,10002108,1228380,hd_300kWh,6.85,_,6.9,_,0.099380769,0.283160482,NA,NA,NA
28071,10019406,3258364,md_200kWh,6.833333333,_,8.75,_,0.091355833,0.998001276,NA,NA,NA
26320,10020505,2281023,md_200kWh,6.783333333,_,8.716666667,_,0.093380417,0.998001276,NA,NA,NA
24548,10043709,1854303,ld_100kWh,6.816666667,_,7.75,_,0.038337955,0.998001887,NA,NA,NA
36716,10048908,3558833,md_200kWh,6.783333333,_,7.083333333,_,0.095637083,0.905615688,NA,NA,NA
21360,10072905,1411445,md_200kWh,6.833333333,_,8.683333333,_,0.073646667,0.998001276,NA,NA,NA
11448,10010207,101054,md_200kWh,6.85,_,8.816666667,_,0.050031667,0.998001276,NA,NA,NA
36781,10030103,3576002,md_200kWh,6.85,_,7.083333333,_,0.287312917,0.907641716,NA,NA,NA
17270,10070103,526846,ld_100kWh,6.85,_,7.333333333,_,0.097219804,0.90436679,NA,NA,NA
36091,10048405,3377565,ld_100kWh,6.783333333,_,7.133333333,_,0.154457152,0.7580146,NA,NA,NA
27184,10048410,2677974,hd_300kWh,6.8,_,8.5,_,0.066137883,0.998003789,NA,NA,NA
25385,10006403,2049645,md_200kWh,6.816666667,_,7.1,_,0.064552083,0.896834154,NA,NA,NA
26717,10018101,2378540,ld_100kWh,6.85,_,8.8,_,0.09775384,0.998001887,NA,NA,NA
30488,10028701,569813,hd_400kWh,6.833333333,_,7.383333333,_,0.097485,0.998009025,NA,NA,NA
33518,10028705,2084893,hd_400kWh,6.833333333,_,7.0,_,0.09726,0.66626101,NA,NA,NA
28363,10016505,3341100,md_200kWh,6.783333333,_,6.9,_,0.097626667,0.500428935,NA,NA,NA
15693,10012502,412955,hd_300kWh,6.85,_,7.316666667,_,0.071413653,0.978628999,NA,NA,NA
21845,10048805,1457358,hd_300kWh,6.783333333,_,8.75,_,0.098855385,0.998003789,NA,NA,NA
19161,10027704,1204854,md_200kWh,6.816666667,_,7.2,_,0.018114168,0.946916106,NA,NA,NA
10139,10039205,11207,hd_300kWh,6.833333333,_,8.783333333,_,0.097685192,0.998003789,NA,NA,NA
21624,10002208,1437816,ld_100kWh,6.816666667,_,8.4,_,0.141129518,0.998001887,NA,NA,NA
10804,10002207,54826,md_200kWh,6.833333333,_,8.733333333,_,0.060669474,0.99800406,NA,NA,NA
27734,10011601,3161035,md_200kWh,6.85,_,8.8,_,0.06169921,0.99800406,NA,NA,NA
29470,10022803,3681281,ld_100kWh,6.85,_,8.3,_,0.019933661,0.998001887,NA,NA,NA
28413,10072107,3353519,ld_100kWh,6.85,_,6.9,_,0.098943223,0.200329635,NA,NA,NA
21003,10049110,1371064,md_200kWh,6.783333333,_,6.933333333,_,0.0742175,0.313095959,NA,NA,NA
23834,10049501,1699381,hd_400kWh,6.833333333,_,8.75,_,0.022334997,0.998009025,NA,NA,NA
37727,10003201,3826563,hd_300kWh,6.85,_,7.116666667,_,0.078146779,0.800078054,NA,NA,NA
28058,10075508,3261007,hd_400kWh,6.8,_,8.283333333,_,0.043738845,0.998009025,NA,NA,NA
12438,10036905,174633,md_200kWh,6.816666667,_,6.866666667,_,0.091608684,0.196474458,NA,NA,NA
32251,10057302,1650184,md_200kWh,6.883333333,_,7.133333333,_,0.092890834,0.833473174,NA,NA,NA
34799,10057301,2670370,md_200kWh,6.9,_,7.2,_,0.082389583,0.908731147,NA,NA,NA
38320,10049304,3618099,ld_100kWh,6.916666667,_,7.083333333,_,0.094046762,0.368927512,NA,NA,NA
25082,10049305,1971005,hd_300kWh,6.933333333,_,7.216666667,_,0.097404423,0.880850491,NA,NA,NA
23675,10059607,1666330,hd_300kWh,6.9,_,8.833333333,_,0.095341539,0.998003789,NA,NA,NA
39200,10059608,1249378,hd_300kWh,6.883333333,_,7.35,_,0.059438847,0.975552096,NA,NA,NA
38004,10059611,3895705,hd_400kWh,6.883333333,_,7.533333333,_,0.087483461,0.998009025,NA,NA,NA
35481,10033309,3200386,hd_400kWh,6.866666667,_,7.733333333,_,0.097574423,0.998009025,NA,NA,NA
27098,10079107,2665090,hd_400kWh,6.916666667,_,8.766666667,_,0.087776731,0.998009025,NA,NA,NA
18645,10013405,1159572,ld_100kWh,6.866666667,_,8.15,_,0.096877786,0.998001887,NA,NA,NA
38481,10014005,1320774,ld_100kWh,6.933333333,_,7.4,_,0.12256205,0.90395167,NA,NA,NA
26785,10018905,2411499,md_200kWh,6.933333333,_,8.9,_,0.098635833,0.998001276,NA,NA,NA
35831,10059802,3291613,md_200kWh,6.866666667,_,7.033333333,_,0.167785,0.697698815,NA,NA,NA
12456,10013307,175574,md_200kWh,6.933333333,_,8.866666667,_,0.393090416,0.998001276,NA,NA,NA
31423,10053208,1445216,hd_400kWh,6.9,_,7.233333333,_,0.069773847,0.998009025,NA,NA,NA
12213,10053207,163290,ld_100kWh,6.9,_,8.65,_,0.03987643,0.998001887,NA,NA,NA
27623,10043605,3137768,md_200kWh,6.883333333,_,8.566666667,_,0.150055416,0.998001276,NA,NA,NA
18972,10046605,1190243,hd_400kWh,6.916666667,_,8.466666667,_,0.150463845,0.998009025,NA,NA,NA
36307,10011402,3442841,md_200kWh,6.9,_,7.916666667,_,0.016656247,0.998001276,NA,NA,NA
32484,10008304,1728924,hd_600kWh,6.866666667,_,7.75,_,0.078778158,0.998008652,NA,NA,NA
22186,10033502,1493989,ld_100kWh,6.916666667,_,8.816666667,_,0.036056854,0.998001887,NA,NA,NA
